"Species";"Site";"Model";"Nb Occ.";"Sample Bias";"Schoener_Cor_Cor";"Schoener_Uncor_Cor";"Pearson_Cor_Cor";"Pearson_Uncor_Cor";"Spearman_Cor_Cor";"Spearman_Uncor_Cor";"ROI_Schoener";"ROI_Pearson";"ROI_Spearman";"Schoener_pvalue"
"Alteragris belgiumensis";"Grote Nete";"ANN";100;0,317;0,949160314755808;0,931187016434561;0,980877399131208;0,964917514169355;0,914889343315937;0,903093110761873;0,0189359985260983;0,00805697766497452;0,00616026852686768;0,00000000000000000000000000002275126990759
"Fugiagrisbelgiumensis";"Grote Nete";"ANN";300;0,89;0,977050668577726;0,968835467996418;0,998865493022753;0,997373594287792;0,924266278591213;0,91781784374738;0,00840816228422128;0,000746372750026503;0,00335111357278137;0,0000000000000000000000147557665907109
"Philocourdogenos belgiumensis";"Grote Nete";"ANN";300;0,961;0,949488935509452;0,877835895352526;0,969542424911546;0,855148155089003;0,830644998669811;0,751962523836474;0,0754648500653459;0,0580816479887098;0,04298073896933;0
"Philocourdos belgiumensis";"Grote Nete";"ANN";300;0,764;0,940933150415404;0,916612360520146;0,974143480875266;0,93684505788857;0,923859355657346;0,878054055642099;0,0258475215635885;0,0188934711929648;0,0238090689324824;0,0000000000620767323459395
"Philograss belgiumensis";"Grote Nete";"ANN";100;0,62;0,951634625996965;0,881695976534694;0,970881090615184;0,890044339496261;0,93636568448332;0,843660927243432;0,0734931743251788;0,0410155394477354;0,0478756455884126;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000880509176011561
"Philoherbagenos belgiumensis";"Grote Nete";"ANN";80;0,634;0,93248590569606;0,92087999391412;0,980954420093197;0,970574712492766;0,933949708708614;0,926683290477807;0,0124462061153365;0,00523975084693903;0,00375729430713048;0,00000000000275189045339736
"Philoherbas belgiumensis";"Grote Nete";"ANN";80;-0,87;0,841151427980111;0,839548736144956;0,918044948218725;0,923737723215324;0,886411099196709;0,90563128303324;0,00190535471003596;-0,002968009170946;-0,0101887567586492;0,402864485552924
"Alteragris thauensis";"Thau";"ANN";100;0,821;0,826130079261214;0,783702252216247;0,23687939177133;0,179598794221021;0,214377817410857;0,175472644115418;0,0513573202453894;0,0463105763839089;0,0320371244744804;0,000000000000000000000000000000000000000000000000000000785712887208539
"Fugiagristhauensis";"Thau";"ANN";300;0,985;0,962148735959862;0,936037943741167;0,99246634818608;0,969828471969744;0,961176795343405;0,952678922600286;0,0271379998152229;0,0113617357888854;0,0043330477717748;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000896726544605643
"Philocourdogenos thauensis";"Thau";"ANN";300;0,993;0,949458004688805;0,952531294217429;0,988498671473196;0,98921579450708;0,946897352797673;0,946961830068282;-0,00323688832307173;-0,000360635410106988;-0,0000331179610040676;0,993515629277303
"Philocourdos thauensis";"Thau";"ANN";300;0,977;0,95128398041384;0,947624865664136;0,989490332003803;0,986811970888017;0,920490574347141;0,930387924458354;0,00384650096610698;0,00134625490393241;-0,00515355307826893;0,00280072971033931
"Philograss thauensis";"Thau";"ANN";100;0,377;0,909161645969871;0,909968513995605;0,980155468487394;0,980367962942889;0,893006251321523;0,891557445263837;-0,000887485772536651;-0,000107312005989764;0,000765346684235173;0,602927563465788
"Philoherbagenos thauensis";"Thau";"ANN";80;0,627;0,864268842651971;0,842277735909884;0,615335873374735;0,536926395010195;0,589686344691441;0,514641177912052;0,0254447524390776;0,0485406655401815;0,0472075306113019;0,000000000000000000726470964141691
"Philoherbas thauensis";"Thau";"ANN";100;-0,348;0,682870740534736;0,719827799982294;0,589729726855494;0,689300096552299;0,487425637482884;0,599540511242966;-0,0541201390743701;-0,0626335206637647;-0,0753751118273106;0,998947768781519
"Alteragris norwayensis";"Trondheim";"ANN";100;0,945;0,89219736044896;0,90962858577623;0,977832945124277;0,98129514419083;0,860203385030838;0,849244903667282;-0,0195374096584395;-0,00175050126204415;0,00589101248376364;0,99999926667705
"Fugiagrisnorwayensis";"Trondheim";"ANN";300;-0,146;0,892261648976844;0,886201999093295;0,947371271279246;0,948530279497804;0,914763363233633;0,892258667701831;0,00679133737340181;-0,000595165511400712;0,0117532515839431;0,00463747650722049
"Philocourdogenos norwayensis";"Trondheim";"ANN";300;0,809;0,954243323195083;0,801847327589235;0,971944206543467;0,702073358821397;0,862805569764889;0,702967890563722;0,159703496898026;0,136855214679281;0,0858048106552208;0
"Philocourdos norwayensis";"Trondheim";"ANN";300;0,846;0,946801827796953;0,841250378199966;0,980622180930683;0,887837176259459;0,949396320766504;0,881730643005563;0,111482093187956;0,0468463927974516;0,0347110933985627;0
"Philograss norwayensis";"Trondheim";"ANN";100;0,958;0,961804158583333;0,957113715732336;0,994422041148278;0,99190225597312;0,923762361962389;0,932270691624164;0,0048767130076725;0,00126341622944965;-0,00442275502941879;0,000195358307861929
"Philoherbagenos norwayensis";"Trondheim";"ANN";80;0,777;0,895580542794272;0,771148983695119;0,837374428121817;0,324220085595992;0,763515879238487;0,289964340774217;0,138939551668818;0,279286755422179;0,268526948942902;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000345518760872712
"Philoherbas norwayensis";"Trondheim";"ANN";100;0,76;0,892226829760918;0,641838024382027;0,939013734592461;0,749259876207123;0,921234541852541;0,844968186642953;0,280633575484371;0,097861018207393;0,0396965355078661;0
"Alteragris belgiumensis";"Grote Nete";"CTA";100;0,317;0,917915621640049;0,900478535085154;0,90149319481748;0,885613006772225;0,90283250276058;0,893301310052223;0,0189963937248828;0,00835143038562352;0,00500894991783533;0,0000000254967733095404
"Fugiagrisbelgiumensis";"Grote Nete";"CTA";300;0,89;0,913388782666244;0,923963331446245;0,956370339427415;0,961430430971225;0,953782929283141;0,959445651387368;-0,0115772702497318;-0,00258646915761927;-0,00289833738403304;0,999412629327792
"Philocourdogenos belgiumensis";"Grote Nete";"CTA";300;0,961;0,952796441603686;0,915273021685869;0,927847678320645;0,895141558414112;0,910372320295449;0,864698643357952;0,03938240979853;0,0169650954659569;0,0239082593755512;0,0000000000000000000000000000000000000622818602365528
"Philocourdos belgiumensis";"Grote Nete";"CTA";300;0,764;0,963229390608868;0,961252566585171;0,976464192724841;0,975506034394179;0,982563785844031;0,982104977038018;0,00205228790044269;0,000484784057403468;0,000231421964472979;0,0675693048480911
"Philograss belgiumensis";"Grote Nete";"CTA";100;0,62;0,967965632100108;0,896579496434629;0,964780886482669;0,901630532518305;0,947623476787454;0,903418984598724;0,0737486262922366;0,0321411687169936;0,0226966314154544;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000840281609633025
"Philoherbagenos belgiumensis";"Grote Nete";"CTA";80;0,634;0,93072576030041;0,925805003395374;0,957347387687338;0,953669661726063;0,961312403608623;0,958500804883076;0,00528701054051335;0,00187893369588337;0,00143352926355518;0,0144562257869499
"Philoherbas belgiumensis";"Grote Nete";"CTA";80;-0,87;0,739327976567614;0,7721665253024;0,858409702121354;0,870899700255384;0,858409702121354;0,870899700255384;-0,0444167538299333;-0,00672079903574156;-0,00672079903574156;0,999882546679934
"Alteragris thauensis";"Thau";"CTA";100;0,821;0,767287832589016;0,772880567038716;0,559420870797129;0,585415084339453;0,544320046129128;0,564799873622434;-0,00728896538190682;-0,0166691455970039;-0,0132613881071083;0,876158183910971
"Fugiagristhauensis";"Thau";"CTA";300;0,985;0,942364433461418;0,935329943968121;0,953003849465235;0,947781634863699;0,95485473434734;0,950813777115565;0,00746472303444058;0,00267393973799174;0,00206713939443862;0,000164136917055237
"Philocourdogenos thauensis";"Thau";"CTA";300;0,993;0,945643200828751;0,948988392088187;0,964508831967393;0,966586185497147;0,964637626612276;0,966502492084489;-0,00353747719700667;-0,00105744168514283;-0,000949216001440881;0,969803710277535
"Philocourdos thauensis";"Thau";"CTA";300;0,977;0,954909210169504;0,939549982994042;0,981003004535152;0,970385688053694;0,981003004535152;0,971810831381846;0,0160844895115593;0,00535956606686193;0,00464016113668836;0,0000000000726691511006088
"Philograss thauensis";"Thau";"CTA";100;0,377;0,828775879553859;0,82595834764889;0,910877585679378;0,907129647898265;0,910877585679378;0,907129647898265;0,00339963067757885;0,00196136990103487;0,00196136990103487;0,327136428018799
"Philoherbagenos thauensis";"Thau";"CTA";80;0,627;0,823758104368097;0,797177744639244;0,697831616895037;0,637620251710512;0,68345125010014;0,654920525043916;0,032267190559834;0,035463684729018;0,0169477583948612;0,000000425537543263148
"Philoherbas thauensis";"Thau";"CTA";100;-0,348;0,79085797796277;0,766090953302764;0,78263143920282;0,752899497517298;0,630428672394041;0,619964066726481;0,0313166527368229;0,0166786813200253;0,00641831552937199;0,00000088207924808822
"Alteragris norwayensis";"Trondheim";"CTA";100;0,945;0,766380607289341;0,819364520333606;0,902114063928924;0,916107447495417;0,902114063928924;0,916107447495417;-0,0691352476045389;-0,00735675311584027;-0,00735675311584027;0,999997942559455
"Fugiagrisnorwayensis";"Trondheim";"CTA";300;-0,146;0,895917362381385;0,889279024060619;0,921682321351316;0,916799045827935;0,825768143261197;0,836161650284627;0,0074095431113437;0,00254114609325626;-0,00569267629177995;0,00848706244306987
"Philocourdogenos norwayensis";"Trondheim";"CTA";300;0,809;0,937085807998401;0,776567728684086;0,909491427759139;0,658441280611176;0,892030675230518;0,67908964708384;0,171294963539335;0,131474875193643;0,112546287401357;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000382336199130161
"Philocourdos norwayensis";"Trondheim";"CTA";300;0,846;0,946503654358511;0,834887729102265;0,961585907788774;0,886387692493328;0,966988896319089;0,958460946048621;0,117924452528282;0,0383354177845899;0,004335535541877;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010578192510284
"Philograss norwayensis";"Trondheim";"CTA";100;0,958;0,916118563755398;0,912045721911793;0,958009980866086;0,956528358029167;0,958009980866086;0,957698529981564;0,00444575844736646;0,000756698306646848;0,000159065013746318;0,118948715357728
"Philoherbagenos norwayensis";"Trondheim";"CTA";80;0,777;0,929659274295195;0,797985753983081;0,876193472595703;0,646509207523415;0,859897982817092;0,664094430364961;0,141636321986826;0,122420351859833;0,105276501324851;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000850861271805674
"Philoherbas norwayensis";"Trondheim";"CTA";100;0,76;0,885227058339588;0,697597697027684;0,935466617094888;0,805427812045457;0,935466617094888;0,808406960469469;0,211956197615377;0,0671873148835901;0,0656480744762905;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000474004283156476
"Alteragris belgiumensis";"Grote Nete";"FDA";100;0,317;0,934443107742675;0,902510792198605;0,96383876297019;0,927692838510156;0,91101430517644;0,900587677155352;0,0341725625449887;0,0184057495664079;0,00545607010520245;0,00000000000000000000000000000000000000000000000000000000000000199432624053004
"Fugiagrisbelgiumensis";"Grote Nete";"FDA";300;0,89;0,968264511201681;0,961383987342348;0,995108649048744;0,991236809619249;0,969952984643874;0,974906567005101;0,00710603743061289;0,00194066595387761;-0,00251456882465799;0,00000021527993356648
"Philocourdogenos belgiumensis";"Grote Nete";"FDA";300;0,961;0,966934005567874;0,895676305227958;0,983413422947543;0,877412887092202;0,937319617164246;0,811380723480684;0,073694481660169;0,0534434902118462;0,0650067715041803;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131277936569216
"Philocourdos belgiumensis";"Grote Nete";"FDA";300;0,764;0,96344961841604;0,95531939878428;0,994722908027737;0,991741553862873;0,955265121457737;0,942168635833057;0,0084386557183207;0,00149462070790174;0,0066980612915124;0,0000000400236738486103
"Philograss belgiumensis";"Grote Nete";"FDA";100;0,62;0,955899627031351;0,877269054637942;0,971679280516164;0,882412386099747;0,96175864526513;0,892608450199056;0,0822581892176318;0,0452745511394975;0,0352490838936652;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000445107070976296
"Philoherbagenos belgiumensis";"Grote Nete";"FDA";80;0,634;0,953556715668492;0,952827242268291;0,990829698578383;0,990479393425483;0,929438075304665;0,927459826283218;0,000765002635097657;0,000175959376711211;0,00102529801125353;0,35413361406379
"Philoherbas belgiumensis";"Grote Nete";"FDA";80;-0,87;0,886232757200273;0,895206766910585;0,93482616945278;0,942596102591064;0,952640622320248;0,950812522529843;-0,0101260189689472;-0,0040158300838371;0,000936219276352471;0,976937341135703
"Alteragris thauensis";"Thau";"FDA";100;0,821;0,881481229093275;0,85759540192;0,781671142169508;0,783003199481234;0,773486109724521;0,768915523501527;0,0270973747198734;-0,000747644882491682;0,00257717621690521;0,00000000000000000132211750515016
"Fugiagristhauensis";"Thau";"FDA";300;0,985;0,951587321173718;0,922596245421905;0,988973832534611;0,965225342835794;0,96546661567742;0,916927980551032;0,0304660172605654;0,0119400714631594;0,0246957311506707;0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000046361953811246
"Philocourdogenos thauensis";"Thau";"FDA";300;0,993;0,94764041591809;0,951901774718451;0,991582694701012;0,991847054080535;0,943817100279973;0,943127803994434;-0,00449680989622245;-0,000132738339325137;0,000354609641739891;0,970981271983382
"Philocourdos thauensis";"Thau";"FDA";300;0,977;0,968056857387527;0,968038026267488;0,997051668030207;0,996680287495455;0,941624499906709;0,932456580021531;0,000019452493823343;0,000185964409783052;0,00472177801918869;0,492848863486443
"Philograss thauensis";"Thau";"FDA";100;0,377;0,880071522007818;0,882906979073678;0,951992176596803;0,954061792509398;0,927691690748736;0,924081404228281;-0,00322184844635212;-0,00106025830298326;0,0018728547400921;0,701661876206114
"Philoherbagenos thauensis";"Thau";"FDA";80;0,627;0,925003624498197;0,918716293126944;0,88812106446083;0,869697378668615;0,829509024524856;0,809208087600859;0,00679708836239864;0,00975768245955983;0,011096385233338;0,00126260836090459
"Philoherbas thauensis";"Thau";"FDA";100;-0,348;0,845103960306539;0,833874997886296;0,893412953079371;0,888638494824941;0,868975566707174;0,867891726032953;0,0132870782148152;0,00252161486836005;0,000579911633693208;0,00000440633768783198
"Alteragris norwayensis";"Trondheim";"FDA";100;0,945;0,770685523723312;0,79174690825265;0,908332668873871;0,919876025971559;0,925700971790761;0,923202110892605;-0,0273281174759668;-0,00604892285604505;0,00129763703439025;0,995617731917644
"Fugiagrisnorwayensis";"Trondheim";"FDA";300;-0,146;0,932315107329103;0,923332068277879;0,974227105209515;0,969818209073908;0,932262927824267;0,92030315976804;0,00963519627710225;0,00223322642262033;0,00618951379960172;0,000000000000206074291608121
"Philocourdogenos norwayensis";"Trondheim";"FDA";300;0,809;0,973016603093602;0,793345246385612;0,990898161759248;0,69809789336564;0,96898039965561;0,693562958041615;0,18465394746271;0,147069435301943;0,139878203796324;0
"Philocourdos norwayensis";"Trondheim";"FDA";300;0,846;0,979363831494332;0,853548953859267;0,999247937179907;0,897405332529651;0,994261292519728;0,883726164837804;0,128465922049719;0,0509404575372042;0,0554266023697747;0
"Philograss norwayensis";"Trondheim";"FDA";100;0,958;0,977371070086292;0,961103032297329;0,996548207200597;0,989630993556322;0,955638220753351;0,95459533472353;0,0166446892964892;0,00346458633922644;0,000533271450084057;0,0000000000000000000000000000000202253867306972
"Philoherbagenos norwayensis";"Trondheim";"FDA";80;0,777;0,94905878068938;0,818939698405917;0,95619482814428;0,645912114203835;0,928253690788883;0,634147561806354;0,13710329110379;0,158615445392416;0,152524603161633;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142699328740831
"Philoherbas norwayensis";"Trondheim";"FDA";100;0,76;0,915196463081301;0,690823725141616;0,96125561860479;0,8115220005928;0,960277251493918;0,841263365110148;0,245163467070516;0,0763457942919796;0,0607127824867988;0
"Alteragris belgiumensis";"Grote Nete";"GAM";100;0,317;0,957707807669283;0,938605519188783;0,988723961480425;0,973637802728646;0,937279107481183;0,904383617250859;0,0199458418606698;0,00758584853603717;0,0169802534406589;0,0000000000000000000000000000000000000000000161646425501763
"Fugiagrisbelgiumensis";"Grote Nete";"GAM";300;0,89;0,970164304503061;0,970285911211247;0,99817850604973;0,99809727364289;0,952542628807476;0,960954816739575;-0,000125346508443246;0,0000406532282244648;-0,00430832485190678;0,556147420719924
"Philocourdogenos belgiumensis";"Grote Nete";"GAM";300;0,961;0,965615325799227;0,920082446178146;0,987932033450738;0,938557931616152;0,793850085103117;0,720425520174209;0,0471542636125766;0,0248369164557803;0,040931271536377;0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000156620583579206
"Philocourdos belgiumensis";"Grote Nete";"GAM";300;0,764;0,962045568121796;0,962733853369141;0,992401729250497;0,992653849940366;0,959236607390838;0,967469766978028;-0,00071543934107838;-0,000126541091672185;-0,00420222833532848;0,735992002557255
"Philograss belgiumensis";"Grote Nete";"GAM";100;0,62;0,966376112534219;0,917028695612341;0,98622942550801;0,952596760241589;0,963616984194415;0,851892645765476;0,0510644005805042;0,01693292065584;0,0568972153572886;0,00000000000000000000000000000000000972442314194768
"Philoherbagenos belgiumensis";"Grote Nete";"GAM";80;0,634;0,91578855484985;0,910147762328314;0,972763242621946;0,967909656910107;0,954492812228281;0,949936432841562;0,00615949226670669;0,00246029812750765;0,00233123363678379;0,020735848200479
"Philoherbas belgiumensis";"Grote Nete";"GAM";80;-0,87;0,781771249586441;0,791449525311406;0,875409461921554;0,894816388121794;0,764531610070819;0,77438260704144;-0,0123799330431814;-0,0103481008250622;-0,00558278294046886;0,90706495471516
"Alteragris thauensis";"Thau";"GAM";100;0,821;0,847982103877982;0,852151060833238;0,781835892708081;0,802631705680983;0,7591359196832;0,770963504444252;-0,00491632657834379;-0,0116710035183406;-0,0067235195579329;0,938977800122106
"Fugiagristhauensis";"Thau";"GAM";300;0,985;0,953135940993324;0,92825498297003;0,99013740540049;0,974564284832556;0,974309131200103;0,964803316494147;0,0261043120432158;0,00782514841722679;0,00481475497212437;0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128329502774162
"Philocourdogenos thauensis";"Thau";"GAM";300;0,993;0,9655416348453;0,96275331598022;0,994248649118105;0,993383652973582;0,958605723106029;0,94981273424454;0,00288782872167552;0,000433745383207481;0,00448941242117101;0,000114608367322598
